celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,agg_week_1,rank_of_week_1,agg_week_2,rank_of_week_2,agg_week_3,rank_of_week_3,agg_week_4,rank_of_week_4,agg_week_5,rank_of_week_5,agg_week_6,rank_of_week_6,agg_week_7,rank_of_week_7,agg_week_8,rank_of_week_8,agg_week_9,rank_of_week_9,agg_week_10,rank_of_week_10,agg_week_11,rank_of_week_11,episodes_participated
Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,7,7,7,,8,8,8,,8,8,8,,8,8,8,,7,7,8,,9.3333,9.3333,9.3333,,9,8.5,9,,9,10,9,,9,9,9,,8,8,8,8.5,0,0,0,,7.0,8.0,8.0,4.0,8.0,6.0,8.0,4.0,7.333333333333333,9.0,9.3333,5.0,8.833333333333334,7.0,9.333333333333334,3.0,9.0,3.0,8.125,4.0,,,10
Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,8,8,8,,9,8,9,,9,8,9,,9,9,9,,9,9,10,,9.3333,8.3333,9.3333,,10,9.5,10,,10,10,10,,9.5,9.5,10,,9.5,9,9.5,9.5,9.8888,9.8888,9.8888,,8.0,2.0,8.666666666666666,1.0,8.666666666666666,2.0,9.0,1.0,9.333333333333334,1.0,8.999966666666666,6.0,9.833333333333334,1.0,10.0,1.0,9.666666666666666,1.0,9.375,2.0,9.8888,2.0,11
Amber Riley,Derek Hough,Actor/Actress,California,United States,27,17,1st Place,1,9,9,9,,8,8,8,,8,8,8,,9,9,9,,9,7,10,,11.3333,9.3333,11.3333,,10,10,9.5,,9,9,10,,8.5,8.5,8.5,,10,10,9.5,10,10.4444,10.4444,10.4444,,9.0,1.0,8.0,4.0,8.0,6.0,9.0,1.0,8.666666666666666,6.0,10.666633333333332,1.0,9.833333333333334,1.0,9.333333333333334,3.0,8.5,5.0,9.875,1.0,10.4444,1.0,11
Keyshawn Johnson,Sharna Burgess,Athlete,California,United States,41,17,Eliminated Week 2,12,6,5,6,,6,6,6,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,5.666666666666667,11.0,6.0,11.0,,,,,,,,,,,,,,,,,,,2
Bill Engvall,Emma Slater,Comedian,Texas,United States,56,17,Eliminated Week 11,4,6,6,6,,7,7,7,,8,8,8,,7,7,7,,8,8,8,,8.3333,8.3333,7.3333,,8.5,8,8.5,,8,8,8,,7,7,7,,7.5,7.5,7.5,7.5,8.3333,8.8333,8.3333,,6.0,10.0,7.0,8.0,8.0,6.0,7.0,8.0,8.0,8.0,7.9999666666666664,8.0,8.333333333333334,8.0,8.0,7.0,7.0,6.0,7.5,5.0,8.499966666666666,4.0,11
Christina Milian,Mark Ballas,Singer/Rapper,New Jersey,United States,31,17,Eliminated Week 5,9,7,7,8,,9,8,8,,9,8,9,,8,8,8,,9,10,9,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,7.333333333333333,6.0,8.333333333333334,2.0,8.666666666666666,2.0,8.0,4.0,9.333333333333334,1.0,,,,,,,,,,,,,5
"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,,Chile,25,17,Eliminated Week 7,8,8,8,7,,6,7,7,,9,8,8,,8,8,8,,9,9,9,,10,10,10,,9,9,9,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,7.666666666666667,4.0,6.666666666666667,9.0,8.333333333333334,4.0,8.0,4.0,9.0,3.0,10.0,4.0,9.0,5.0,,,,,,,,,7
Jack Osbourne,Cheryl Burke,TV Personality,,England,27,17,3rd Place,3,8,8,7,,8,8,8,,7,7,8,,8,8,8,,9,9,9,,8.6666,9.6666,8.6666,,10,9,9.5,,10,10,10,,9,9,9,,9,8.5,9,9,9.3333,9.3333,9.3333,,7.666666666666667,4.0,8.0,4.0,7.333333333333333,9.0,8.0,4.0,9.0,3.0,8.999933333333333,7.0,9.5,3.0,10.0,1.0,9.0,3.0,8.875,3.0,9.3333,3.0,11
Bill Nye,Tyne Stecklein,TV Personality,Washington D.C.,United States,57,17,Eliminated Week 3,11,5,4,5,,6,5,6,,6,5,5,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,4.666666666666667,12.0,5.666666666666667,12.0,5.333333333333333,10.0,,,,,,,,,,,,,,,,,3
Billy Dee Williams,Emma Slater,Actor/Actress,New York,United States,76,18,Withdrew,10,5,5,5,,5,5,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,5.0,12.0,5.0,11.0,,,,,,,,,,,,,,,,,,,2
Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,8,8,8,,8,8,8,,9,9,9,9,8,8,8,8,10,9,10,10,9,9,9,9,9,9.5,8.5,9,10,9,9,10,0,0,0,0,0,0,0,,,,,,8.0,3.0,8.0,4.0,9.0,2.0,8.0,6.0,9.75,2.0,9.0,3.0,9.0,4.0,9.5,3.0,,,,,,,8
James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,7,7,7,,9,8,8,,9,9,9,9,9,8,9,9,10,10,10,10,9,9,8,9,8.5,9.5,8,9,8,9,10,9,9.5,9.5,9.5,9.5,9.5,9.5,10,,,,,,7.0,7.0,8.333333333333334,1.0,9.0,2.0,8.75,2.0,10.0,1.0,8.75,5.0,8.75,6.0,9.0,4.0,9.5,3.0,9.666666666666666,3.0,,,10
Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,9,8,8,,7,7,7,,8,8,8,8,7,7,7,7,8,9,9,9,8,8,8,8,9,9.5,9,9.5,9,9,9,9,8.5,9.5,9.5,8.5,8.6666,8.6666,8.6666,,,,,,8.333333333333334,2.0,7.0,7.0,8.0,7.0,7.0,9.0,8.75,7.0,8.0,7.0,9.25,3.0,9.0,4.0,9.0,5.0,8.6666,4.0,,,10
Sean Avery,Karina Smirnoff,Athlete,,Canada,33,18,Eliminated Week 2,11,7,6,7,,7,7,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,6.666666666666667,10.0,7.0,7.0,,,,,,,,,,,,,,,,,,,2
Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,18,Eliminated Week 2,12,6,6,6,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,6.0,11.0,,,,,,,,,,,,,,,,,,,,,1
Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,9,9,9,,9,7,9,,9,9,9,9,7,8,9,9,9,10,9,9,9,9,9,9,8.5,10,8,9,10,10,10,10,9.5,9.5,9.5,9.5,0,0,0,,,,,,9.0,1.0,8.333333333333334,1.0,9.0,2.0,8.25,4.0,9.25,3.0,9.0,3.0,8.875,5.0,10.0,1.0,9.5,3.0,,,,,9
Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,8,8,8,,8,8,8,,9,9,9,9,9,8,8,9,9,9,10,9,9,10,9,10,9.5,9.5,9,9.5,10,10,10,10,9.5,9.5,10,10,10,9.6666,10,,,,,,8.0,3.0,8.0,4.0,9.0,2.0,8.5,3.0,9.25,3.0,9.5,2.0,9.375,2.0,10.0,1.0,9.75,2.0,9.888866666666667,2.0,,,10
Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,8,8,8,,8,9,8,,10,9,10,10,10,9,10,10,9,9,9,9,10,10,10,10,10,10,9,10,9,9,8,10,10,10,10,10,10,10,10,,,,,,8.0,3.0,8.333333333333334,1.0,9.75,1.0,9.75,1.0,9.0,5.0,10.0,1.0,9.75,1.0,9.0,4.0,10.0,1.0,10.0,1.0,,,10
Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,7,7,7,,7,7,7,,7,7,8,8,8,8,9,8,7,7,7,7,8,9,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,7.0,7.0,7.0,7.0,7.5,9.0,8.25,4.0,7.0,9.0,8.0,7.0,,,,,,,,,,,6
Cody Simpson,Witney Carson,Singer/Rapper,,Australia,17,18,Eliminated Week 5,9,7,7,8,,7,7,8,,9,8,9,9,8,7,8,8,9,8,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,7.333333333333333,6.0,7.333333333333333,6.0,8.75,6.0,7.75,8.0,8.5,8.0,,,,,,,,,,,,,5
NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,7,7,7,,7,7,7,,8,7,8,8,8,8,8,8,9,9,9,9,8,9,8,8,8,9,7.5,8.5,0,0,0,0,0,0,0,0,0,0,0,,,,,,7.0,7.0,7.0,7.0,7.75,8.0,8.0,6.0,9.0,5.0,8.25,6.0,8.25,7.0,,,,,,,,,7
Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,,Italy,42,19,Eliminated Week 7,8,6,6,6,7,8,7,8,8,7,7,7,8,7,7,7,8,8,6,7,7,7,7,7,7,7,7.5,7.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,10.0,7.75,5.0,7.25,8.0,7.25,6.0,7.0,6.0,7.0,8.0,7.375,7.0,,,,,,,,,7
Jonathan Bennett,Allison Holker,Actor/Actress,Ohio,United States,33,19,Eliminated Week 6,9,8,7,7,8,7,7,8,8,8,8,8,8,6,6,6,6,6,6,6,6,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,6.0,7.5,7.0,8.0,4.0,6.0,10.0,6.0,7.0,8.0,5.0,,,,,,,,,,,6
Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,19,Eliminated Week 9,6,8,8,8,8,9,8,9,9,7,8,8,8,10,10,10,9,9,8,8,9,8,8,8,8,8.5,8.5,9,9,8,8,8,8,8.5,9,8.5,9,0,0,0,0,0,0,0,0,8.0,3.0,8.75,1.0,7.75,7.0,9.75,2.0,8.5,2.0,8.0,5.0,8.75,2.0,8.0,5.0,8.75,5.0,,,,,9
Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,7,7,7,8,9,8,8,9,10,10,10,10,9,9,9,9,8,8,8,9,8,7,9,9,8.5,8,8.5,8.5,10.75,10.75,10.75,10.75,9.5,9.5,10,9.5,9.5,9.5,10,10,9.6666,10,9.6666,9.6666,7.25,7.0,8.5,2.0,10.0,1.0,9.0,4.0,8.25,4.0,8.25,4.0,8.375,4.0,10.75,1.0,9.625,1.0,9.75,1.0,9.749950000000002,3.0,11
Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,9,9,9,9,8,8,8,8,8,8,8,8,10,10,10,10,8,9,9,8,10,10,9,10,8.5,8.5,8.5,8.5,10.75,9.75,9.75,10.75,9.5,9.5,9.5,10,9.5,9,9.5,9.5,10,10,10,10,9.0,1.0,8.0,4.0,8.0,4.0,10.0,1.0,8.5,2.0,9.75,1.0,8.5,3.0,10.25,2.0,9.625,1.0,9.375,3.0,10.0,1.0,11
Lolo Jones,Keo Motsepe,Athlete,Iowa,United States,32,19,Eliminated Week 1,13,6,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,12.0,,,,,,,,,,,,,,,,,,,,,1
Randy Couture,Karina Smirnoff,Athlete,Washington,United States,51,19,Eliminated Week 3,11,8,7,8,8,7,7,7,7,7,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75,5.0,7.0,8.0,6.5,11.0,,,,,,,,,,,,,,,,,3
Tommy Chong,Peta Murgatroyd,Comedian,,Canada,76,19,Eliminated Week 10,5,7,6,7,7,7,7,7,7,8,10,8,8,7,7,7,7,6,6,5,6,7,7,7,7,7.5,7.5,7.5,7.5,6.75,7.75,7.75,6.75,7,7.5,7,7,8,7.5,8,7.5,0,0,0,0,6.75,9.0,7.0,8.0,8.5,3.0,7.0,8.0,5.75,8.0,7.0,8.0,7.5,6.0,7.25,6.0,7.125,6.0,7.75,5.0,,,10
Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,19,Eliminated Week 4,10,5,5,5,5,7,7,7,7,7,9,6,7,8,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,13.0,7.0,8.0,7.25,8.0,7.25,6.0,,,,,,,,,,,,,,,4
Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,19,Eliminated Week 8,7,7,6,6,6,6,6,6,6,7,7,7,7,6,6,6,7,5,5,5,5,8,7,8,7,7,7,7,7,6,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,6.25,10.0,6.0,12.0,7.0,10.0,6.25,9.0,5.0,9.0,7.5,7.0,7.0,8.0,6.25,7.0,,,,,,,8
Tavis Smiley,Sharna Burgess,Radio Personality,Mississippi,United States,50,19,Eliminated Week 2,12,7,7,8,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.25,7.0,7.0,8.0,,,,,,,,,,,,,,,,,,,2
Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,8,8,8,8,8,9,8,8,10,10,10,10,8,8,8,9,8,8,8,8,9,9,9,9,9.5,9,9.5,9.5,9.75,9.75,9.75,10.75,9,9.5,9.5,9,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,8.0,3.0,8.25,3.0,10.0,1.0,8.25,5.0,8.0,5.0,9.0,2.0,9.375,1.0,10.0,3.0,9.25,3.0,9.5,2.0,9.5,4.0,11
Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,19,2nd Place,2,8,8,9,9,8,7,8,8,8,8,8,8,9,10,9,9,9,9,9,9,9,10,8,8,7.5,7.5,8,8,9,9,10,10,9,9.5,9,9,9,9.5,9.5,9,10,9.6666,10,9.6666,8.5,2.0,7.75,5.0,8.0,4.0,9.25,3.0,9.0,1.0,8.75,3.0,7.75,5.0,9.5,4.0,9.125,4.0,9.25,4.0,9.833300000000001,2.0,11
Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,20,Eliminated Week 5,9,6,6,6,7,7,7,7,7,6,6,6,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,6.25,8.0,7.0,6.0,6.25,8.0,7.0,9.0,7.0,5.0,,,,,,,,,,,,,5
Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,20,Eliminated Week 7,7,6,6,6,7,8,8,8,8,8,8,8,8,10,9,10,10,8,8,9,9,9.5,8.5,9,9.5,9.5,9.5,9.5,10.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,6.25,8.0,8.0,2.0,8.0,4.0,9.75,1.0,8.5,4.0,9.125,2.0,9.75,2.0,,,,,,,,,7
Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2nd Place,2,8,7,8,8,8,8,8,8,9,7,9,9,8,8,9,9,10,9,9,10,10,8.5,9.5,10,9,10,9,9,10,9,10,10,10,10,10,10,10,10,10,10,,,,,7.75,2.0,8.0,2.0,8.5,1.0,8.5,4.0,9.5,2.0,9.5,1.0,9.25,4.0,9.75,2.0,10.0,1.0,10.0,1.0,,,10
Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1st Place,1,8,8,8,8,8,8,8,8,8,9,8,8,9,8,9,9,10,9,10,10,9,8.5,8.5,9.5,8.5,9.5,9.5,9.5,10,10,10,10,10,9.5,9.5,10,10,10,10,10,,,,,8.0,1.0,8.0,2.0,8.25,3.0,8.75,3.0,9.75,1.0,8.875,4.0,9.25,4.0,10.0,1.0,9.75,3.0,10.0,1.0,,,10
Nastia Liukin,Derek Hough,Athlete,,Russia,25,20,Eliminated Week 9,4,7,7,8,8,9,8,8,9,9,8,9,8,9,8,9,10,9,9,10,10,9.5,8.5,9,9.5,10.75,9.75,9.75,10.75,9.5,9.5,9.5,9.5,10,10,10,10,0,0,0,0,,,,,7.5,3.0,8.5,1.0,8.5,1.0,9.0,2.0,9.5,2.0,9.125,2.0,10.25,1.0,9.5,3.0,10.0,1.0,,,,,9
Michael Sam,Peta Murgatroyd,Athlete,Texas,United States,25,20,Eliminated Week 4,10,6,6,7,7,7,7,7,7,6,6,6,6,7,7,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,6.5,5.0,7.0,6.0,6.0,9.0,7.5,7.0,,,,,,,,,,,,,,,4
Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,20,Eliminated Week 8,6,7,7,7,7,7,7,7,7,7,7,8,7,8,9,8,9,6,6,6,6,8.5,8,8.5,8.5,7,8,8,8,7.5,7.5,8.5,7.5,0,0,0,0,0,0,0,0,,,,,7.0,4.0,7.0,6.0,7.25,6.0,8.5,4.0,6.0,9.0,8.375,8.0,7.75,6.0,7.75,6.0,,,,,,,8
Charlotte McKinney,Keo Motsepe,Model,Florida,United States,21,20,Eliminated Week 3,11,6,5,5,6,7,6,7,6,6,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,5.5,11.0,6.5,11.0,5.5,10.0,,,,,,,,,,,,,,,,,3
Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3rd Place,3,7,6,6,7,7,6,7,7,7,7,8,8,8,8,8,8,7,7,7,7,8.5,8,8.5,9,10.5,8.5,9.5,9.5,8,7.5,8,8,9.5,9.5,9.5,9.5,9,9,9,9,,,,,6.5,5.0,6.75,10.0,7.5,5.0,8.0,6.0,7.0,5.0,8.5,6.0,9.5,3.0,7.875,5.0,9.5,4.0,9.0,3.0,,,10
Redfoo,Emma Slater,Singer/Rapper,California,United States,39,20,Eliminated Week 2,12,6,5,5,6,8,7,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,5.5,11.0,7.75,5.0,,,,,,,,,,,,,,,,,,,2
Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,20,Eliminated Week 6,8,7,6,6,6,7,7,7,7,6,5,5,6,8,7,7,8,7,6,7,7,9,8,8.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,6.25,8.0,7.0,6.0,5.5,10.0,7.5,7.0,6.75,7.0,8.5,6.0,,,,,,,,,,,6
Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,20,Eliminated Week 8,5,7,6,6,7,5,6,5,5,7,7,7,7,7,6,7,7,7,6,7,7,9,8,9,9,8,7,8,8,8,7.5,8.5,8,0,0,0,0,0,0,0,0,,,,,6.5,5.0,5.25,12.0,7.0,7.0,6.75,10.0,6.75,7.0,8.75,5.0,7.75,6.0,8.0,4.0,,,,,,,8
Gary Busey,Anna Trebunskaya,Actor/Actress,Texas,United States,71,21,Eliminated Week 4,10,5,5,5,,5.5,5.5,5.5,,6,7,6,6,5,6,5,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,5.0,9.0,5.5,12.0,6.25,9.0,5.333333333333333,10.0,,,,,,,,,,,,,,,4
Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,21,Eliminated Week 9,6,7,7,8,,7.5,7.5,8,,9,9,9,9,7,7,7,,10,10,10,10,8,7,7,8,9,9.5,9,,9.6666,8.6666,8.6666,,10,10,10,,0,0,0,,0,0,0,,7.333333333333333,5.0,7.666666666666667,3.0,9.0,1.0,7.0,8.0,10.0,1.0,7.5,7.0,9.166666666666666,5.0,8.999933333333333,5.0,10.0,1.0,,,,,9
Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,21,Eliminated Week 11,4,8,8,7,,7.5,7.5,7.5,,7,8,8,8,9,8,8,,10,10,9,10,10,9,9,10,9,10,9,,9.6666,9.6666,9.6666,,9,9,9,,10,10.5,11,,10,10,10,,7.666666666666667,3.0,7.5,4.0,7.75,6.0,8.333333333333334,5.0,9.75,2.0,9.5,5.0,9.333333333333334,2.0,9.6666,2.0,9.0,4.0,10.5,1.0,10.0,1.0,11
Victor Espinoza,Karina Smirnoff,Athlete,,Mexico,43,21,Eliminated Week 2,12,5,5,5,,6.5,5.5,6.5,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,5.0,9.0,6.166666666666667,9.0,,,,,,,,,,,,,,,,,,,2
Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,21,3rd Place,3,8,7,7,,7.5,7,8,,8,8,9,8,8,8,8,,8,7,7,7,8,8,7,7,9,9,8.5,,9,8,8,,8.5,8.5,8.5,,9.5,9.5,9.5,,9.3333,9.3333,9.3333,,7.333333333333333,5.0,7.5,4.0,8.25,3.0,8.0,6.0,7.25,7.0,7.5,7.0,8.833333333333334,8.0,8.333333333333334,6.0,8.5,5.0,9.5,3.0,9.3333,4.0,11
Chaka Khan,Keo Motsepe,Singer/Rapper,Illinois,United States,62,21,Eliminated Week 2,13,5,4,4,,5,5,5,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,4.333333333333333,12.0,5.0,13.0,,,,,,,,,,,,,,,,,,,2
Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,21,Eliminated Week 8,7,7,7,7,,7.5,7.5,7,,7,7,8,7,7,8,8,,9,9,9,9,10,10,10,10,9.5,9.5,9,,8.6666,7.6666,7.6666,,0,0,0,,0,0,0,,0,0,0,,7.0,7.0,7.333333333333333,8.0,7.25,8.0,7.666666666666667,7.0,9.0,4.0,10.0,1.0,9.333333333333334,2.0,7.999933333333334,7.0,,,,,,,8
Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,21,Withdrew,5,8,7,8,,8,8,8.5,,8,9,8,8,9,9,9,,7,7,8,7,10,10,10,10,9,9,9,,9,9,10,,8.5,8,8,,0,0,0,,0,0,0,,7.666666666666667,3.0,8.166666666666666,1.0,8.25,3.0,9.0,2.0,7.25,7.0,10.0,1.0,9.0,6.0,9.333333333333334,3.0,8.166666666666666,6.0,,,,,9
Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,21,2nd Place,2,8,8,8,,7.5,7.5,7.5,,9,9,9,9,9,9,9,,9,9,8,9,9,10,10,10,9,9,9,,11,11,11,,9,9,9.5,,9,9,9,,10,10,10,,8.0,1.0,7.5,4.0,9.0,1.0,9.0,2.0,8.75,5.0,9.75,4.0,9.0,6.0,11.0,1.0,9.166666666666666,3.0,9.0,4.0,10.0,1.0,11
Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,21,Eliminated Week 7,8,7,7,7,,8,7,7.5,,7,8,7,8,9,9,9,,8,8,7,7,8,8,8,8,9,9.5,9.5,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,7.0,7.0,7.5,4.0,7.5,7.0,9.0,2.0,7.5,6.0,8.0,6.0,9.333333333333334,2.0,,,,,,,,,7
Bindi Irwin,Derek Hough,TV Personality,,Australia,17,21,1st Place,1,8,8,8,,8,8,8,,8,8,8,8,9,9,10,,9,9,10,9,10,10,10,10,9.5,10,9.5,,10,9,9,,10,10,10,,10.5,10.5,10.5,,10,10,10,,8.0,1.0,8.0,2.0,8.0,5.0,9.333333333333334,1.0,9.25,3.0,10.0,1.0,9.666666666666666,1.0,9.333333333333334,3.0,10.0,1.0,10.5,1.0,10.0,1.0,11
Kim Zolciak-Biermann,Tony Dovolani,TV Personality,Florida,United States,37,21,Withdrew,11,4,4,4,,6.5,6,6,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,4.0,13.0,6.166666666666667,9.0,,,,,,,,,,,,,,,,,,,2
Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,21,Eliminated Week 6,9,5,5,5,,6.5,6,6,,5,5,5,5,6,6,6,,7,7,6,6,6,6,6,6,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,5.0,9.0,6.166666666666667,9.0,5.0,10.0,6.0,9.0,6.5,9.0,6.0,9.0,,,,,,,,,,,6
Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,22,Eliminated Week 3,11,5,5,6,,5,5,5,,6,6,6,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,5.333333333333333,10.0,5.0,11.0,6.0,11.0,,,,,,,,,,,,,,,,,3
Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,22,Eliminated Week 7,8,7,6,7,,7,6,6,,8,7,7,,8,8,8,8,8,6,6,8,8,8,8,,8.5,8.5,9,,0,0,0,,0,0,0,,0,0,0,,,,,,6.666666666666667,8.0,6.333333333333333,9.0,7.333333333333333,5.0,8.0,6.0,7.0,7.0,8.0,6.0,8.666666666666666,5.0,,,,,,,,,7
Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,22,Eliminated Week 8,6,7,6,7,,7,7,7,,8,7,8,,7,6,7,7,9,8,9,9,9,8,8,,8,8.5,9,,10,10,10,,0,0,0,,0,0,0,,,,,,6.666666666666667,8.0,7.0,3.0,7.666666666666667,3.0,6.75,9.0,8.75,2.0,8.333333333333334,4.0,8.5,8.0,10.0,1.0,,,,,,,8
Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,22,Eliminated Week 6,9,5,5,5,,7,6,7,,7,6,7,,6,6,6,6,7,7,7,7,7,7,7,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,5.0,11.0,6.666666666666667,5.0,6.666666666666667,8.0,6.0,10.0,7.0,7.0,7.0,9.0,,,,,,,,,,,6
Von Miller,Witney Carson,Athlete,Texas,United States,27,22,Eliminated Week 7,7,8,6,7,,7,6,7,,7,6,7,,8,8,8,8,8,7,7,7,8,8,8,,8.5,8.5,9,,0,0,0,,0,0,0,,0,0,0,,,,,,7.0,4.0,6.666666666666667,5.0,6.666666666666667,8.0,8.0,6.0,7.25,6.0,8.0,6.0,8.666666666666666,5.0,,,,,,,,,7
