season,week,celebrity_name,ballroom_partner,results,placement,judge1_score,judge2_score,judge3_score,judge4_score,total_judge_score,judge_rank,judge_percent,active,true_elim_flag,exit_type,exit_week,data_anomaly_zero_score
8,9,David Alan Grier,Kym Johnson,Eliminated Week 5,9,0.0,0.0,0.0,,0.0,,,False,0,eliminated,5.0,True
8,9,Lawrence Taylor,Edyta Sliwinska,Eliminated Week 7,7,0.0,0.0,0.0,,0.0,,,False,0,eliminated,7.0,True
8,9,Ty Murray,Chelsie Hightower,Eliminated Week 10,4,7.5,8.0,7.5,,23.0,5.0,0.17228464419475656,True,0,eliminated,10.0,False
8,9,Shawn Johnson,Mark Ballas,1st Place,1,9.5,9.0,9.5,,28.0,2.5,0.20973782771535582,True,0,finished,11.0,False
8,9,Steve Wozniak,Karina Smirnoff,Eliminated Week 4,10,0.0,0.0,0.0,,0.0,,,False,0,eliminated,4.0,True
8,9,Belinda Carlisle,Jonathan Roberts,Eliminated Week 2,13,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
8,9,Chuck Wicks,Julianne Hough,Eliminated Week 8,6,0.0,0.0,0.0,,0.0,,,False,0,eliminated,8.0,True
8,9,Lil' Kim,Derek Hough,Eliminated Week 9,5,8.5,9.0,8.5,,26.0,4.0,0.1947565543071161,True,1,eliminated,9.0,False
8,9,Steve-O,Lacey Schwimmer,Eliminated Week 6,8,0.0,0.0,0.0,,0.0,,,False,0,eliminated,6.0,True
8,9,Holly Madison,Dmitry Chaplin,Eliminated Week 4,11,0.0,0.0,0.0,,0.0,,,False,0,eliminated,4.0,True
8,9,Melissa Rycroft,Tony Dovolani,3rd Place,3,9.5,9.5,9.5,,28.5,1.0,0.21348314606741572,True,0,finished,11.0,False
9,9,Ashley Hamiliton,Edyta Sliwinska,Eliminated Week 1,16,0.0,0.0,0.0,,0.0,,,False,0,eliminated,1.0,True
9,9,Debi Mazar,Maksim Chmerkoskiy,Eliminated Week 3,12,0.0,0.0,0.0,,0.0,,,False,0,eliminated,3.0,True
9,9,Melissa Joan Hart,Mark Ballas,Eliminated Week 6,9,0.0,0.0,0.0,,0.0,,,False,0,eliminated,6.0,True
9,9,Mark Dacascos,Lacey Schwimmer,Eliminated Week 7,6,0.0,0.0,0.0,,0.0,,,False,0,eliminated,7.0,True
9,9,Chuck Liddell,Anna Trebunskaya,Eliminated Week 4,11,0.0,0.0,0.0,,0.0,,,False,0,eliminated,4.0,True
9,9,Natalie Coughlin,Alec Mazo,Eliminated Week 5,10,0.0,0.0,0.0,,0.0,,,False,0,eliminated,5.0,True
9,9,Louie Vito,Chelsie Hightower,Eliminated Week 6,8,0.0,0.0,0.0,,0.0,,,False,0,eliminated,6.0,True
9,9,Michael Irvin,Anna Demidova,Eliminated Week 7,7,0.0,0.0,0.0,,0.0,,,False,0,eliminated,7.0,True
9,9,Joanna Krupa,Derek Hough,Eliminated Week 9,4,9.0,9.0,9.0,,27.0,2.0,0.2531258701201785,True,1,eliminated,9.0,False
9,9,Kathy Ireland,Tony Dovolani,Eliminated Week 2,14,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
9,9,Tom DeLay,Cheryl Burke,Withdrew,13,0.0,0.0,0.0,,0.0,,,False,0,withdrew,3.0,True
9,9,Macy Gray,Jonathan Roberts,Eliminated Week 1,15,0.0,0.0,0.0,,0.0,,,False,0,eliminated,1.0,True
9,9,Aaron Carter,Karina Smirnoff,Eliminated Week 8,5,0.0,0.0,0.0,,0.0,,,False,0,eliminated,8.0,True
9,9,Mya,Dmitry Chaplin,2nd Place,2,9.3333,9.6666,10.0,,28.9999,1.0,0.27187499707030244,True,0,finished,10.0,False
9,9,Donny Osmond,Kym Johnson,1st Place,1,8.0,8.3333,8.3333,,24.666600000000003,4.0,0.23125016992245911,True,0,finished,10.0,False
9,9,Kelly Osbourne,Louis van Amstel,3rd Place,3,8.6666,8.6666,8.6666,,25.9998,3.0,0.2437489628870599,True,0,finished,10.0,False
10,9,Aiden Turner,Edyta Sliwinska,Eliminated Week 4,9,0.0,0.0,0.0,,0.0,,,False,0,eliminated,4.0,True
10,9,Shannen Doherty,Mark Ballas,Eliminated Week 2,11,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
10,9,Niecy Nash,Louis van Amstel,Eliminated Week 8,5,0.0,0.0,0.0,,0.0,,,False,0,eliminated,8.0,True
10,9,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,10,0.0,0.0,0.0,,0.0,,,False,0,eliminated,3.0,True
10,9,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,4,8.5,8.5,9.0,,26.0,4.0,0.23008849557522124,True,1,eliminated,9.0,False
10,9,Evan Lysacek,Anna Trebunskaya,2nd Place,2,10.0,9.5,10.0,,29.5,1.5,0.2610619469026549,True,0,finished,10.0,False
10,9,Pamela Anderson,Damian Whitewood,Eliminated Week 7,6,0.0,0.0,0.0,,0.0,,,False,0,eliminated,7.0,True
10,9,Nicole Scherzinger,Derek Hough,1st Place,1,10.0,9.5,10.0,,29.5,1.5,0.2610619469026549,True,0,finished,10.0,False
10,9,Erin Andrews,Maksim Chmerkoskiy,3rd Place,3,9.5,9.0,9.5,,28.0,3.0,0.24778761061946902,True,0,finished,10.0,False
10,9,Kate Gosselin,Tony Dovolani,Eliminated Week 5,8,0.0,0.0,0.0,,0.0,,,False,0,eliminated,5.0,True
10,9,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,7,0.0,0.0,0.0,,0.0,,,False,0,eliminated,6.0,True
11,9,David Hasselhoff,Kym Johnson,Eliminated Week 1,12,0.0,0.0,0.0,,0.0,,,False,0,eliminated,1.0,True
11,9,Florence Henderson,Corky Ballas,Eliminated Week 5,8,0.0,0.0,0.0,,0.0,,,False,0,eliminated,5.0,True
11,9,Kyle Massey,Lacey Schwimmer,2nd Place,2,10.0,9.0,10.0,,29.0,2.0,0.2543859649122807,True,0,finished,10.0,False
11,9,Jennifer Grey,Derek Hough,1st Place,1,10.0,10.0,10.0,,30.0,1.0,0.2631578947368421,True,0,finished,10.0,False
11,9,Rick Fox,Cheryl Burke,Eliminated Week 7,6,0.0,0.0,0.0,,0.0,,,False,0,eliminated,7.0,True
11,9,Kurt Warner,Anna Trebunskaya,Eliminated Week 8,5,0.0,0.0,0.0,,0.0,,,False,0,eliminated,8.0,True
11,9,Margaret Cho,Louis van Amstel,Eliminated Week 3,10,0.0,0.0,0.0,,0.0,,,False,0,eliminated,3.0,True
11,9,Michael Bolton,Chelsie Hightower,Eliminated Week 2,11,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
11,9,Brandy,Maksim Chmerkoskiy,Eliminated Week 9,4,9.5,9.5,9.5,,28.5,3.0,0.25,True,1,eliminated,9.0,False
11,9,The Situation,Karina Smirnoff,Eliminated Week 4,9,0.0,0.0,0.0,,0.0,,,False,0,eliminated,4.0,True
11,9,Audrina Patridge,Tony Dovolani,Eliminated Week 6,7,0.0,0.0,0.0,,0.0,,,False,0,eliminated,6.0,True
11,9,Bristol Palin,Mark Ballas,3rd Place,3,8.5,9.0,9.0,,26.5,4.0,0.2324561403508772,True,0,finished,10.0,False
12,9,Ralph Macchio,Karina Smirnoff,Eliminated Week 9,4,8.0,8.0,8.0,,24.0,4.0,0.20425531914893616,True,1,eliminated,9.0,False
12,9,Chelsea Kane,Mark Ballas,3rd Place,3,12.0,12.0,12.5,,36.5,1.0,0.31063829787234043,True,0,finished,10.0,False
12,9,Kirstie Alley,Maksim Chmerkoskiy,2nd Place,2,9.0,9.0,9.0,,27.0,3.0,0.2297872340425532,True,0,finished,10.0,False
12,9,Hines Ward,Kym Johnson,1st Place,1,10.0,10.0,10.0,,30.0,2.0,0.2553191489361702,True,0,finished,10.0,False
12,9,Sugar Ray Leonard,Anna Trebunskaya,Eliminated Week 4,9,0.0,0.0,0.0,,0.0,,,False,0,eliminated,4.0,True
12,9,Chris Jericho,Cheryl Burke,Eliminated Week 6,7,0.0,0.0,0.0,,0.0,,,False,0,eliminated,6.0,True
12,9,Petra Nemcova,Dmitry Chaplin,Eliminated Week 5,8,0.0,0.0,0.0,,0.0,,,False,0,eliminated,5.0,True
12,9,Mike Catherwood,Lacey Schwimmer,Eliminated Week 2,11,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
12,9,Romeo,Chelsie Hightower,Eliminated Week 8,5,0.0,0.0,0.0,,0.0,,,False,0,eliminated,8.0,True
12,9,Wendy Williams,Tony Dovolani,Eliminated Week 3,10,0.0,0.0,0.0,,0.0,,,False,0,eliminated,3.0,True
12,9,Kendra Wilkinson,Louis van Amstel,Eliminated Week 7,6,0.0,0.0,0.0,,0.0,,,False,0,eliminated,7.0,True
13,9,Elisabetta Canalis,Valentin Chmerkovskiy,Eliminated Week 2,11,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
13,9,David Arquette,Kym Johnson,Eliminated Week 7,6,0.0,0.0,0.0,,0.0,,,False,0,eliminated,7.0,True
13,9,Ricki Lake,Derek Hough,3rd Place,3,10.8333,11.3333,11.3333,,33.4999,1.0,0.28270077088932866,True,0,finished,10.0,False
13,9,J.R. Martinez,Karina Smirnoff,1st Place,1,9.5,9.0,9.5,,28.0,3.0,0.23628791682665332,True,0,finished,10.0,False
13,9,Metta World Peace (Ron),Peta Murgatroyd,Eliminated Week 1,12,0.0,0.0,0.0,,0.0,,,False,0,eliminated,1.0,True
13,9,Hope Solo,Maksim Chmerkoskiy,Eliminated Week 9,4,8.1666,8.1666,8.1666,,24.4998,4.0,0.20675023945248716,True,1,eliminated,9.0,False
13,9,Chynna Phillips,Tony Dovolani,Eliminated Week 4,9,0.0,0.0,0.0,,0.0,,,False,0,eliminated,4.0,True
13,9,Kristin Cavallari,Mark Ballas,Eliminated Week 3,10,0.0,0.0,0.0,,0.0,,,False,0,eliminated,3.0,True
13,9,Carson Kressley,Anna Trebunskaya,Eliminated Week 5,8,0.0,0.0,0.0,,0.0,,,False,0,eliminated,5.0,True
13,9,Chaz Bono,Lacey Schwimmer,Eliminated Week 6,7,0.0,0.0,0.0,,0.0,,,False,0,eliminated,6.0,True
13,9,Nancy Grace,Tristan MacManus,Eliminated Week 8,5,0.0,0.0,0.0,,0.0,,,False,0,eliminated,8.0,True
13,9,Rob Kardashian,Cheryl Burke,2nd Place,2,11.1666,10.6666,10.6666,,32.4998,2.0,0.27426107283153095,True,0,finished,10.0,False
14,9,William Levy,Cheryl Burke,3rd Place,3,9.5,9.5,10.0,,29.0,2.0,0.25217391304347825,True,0,finished,10.0,False
14,9,Jack Wagner,Anna Trebunskaya,Eliminated Week 3,11,0.0,0.0,0.0,,0.0,,,False,0,eliminated,3.0,True
14,9,Sherri Sheperd,Valentin Chmerkovskiy,Eliminated Week 4,10,0.0,0.0,0.0,,0.0,,,False,0,eliminated,4.0,True
14,9,Jaleel White,Kym Johnson,Eliminated Week 7,7,0.0,0.0,0.0,,0.0,,,False,0,eliminated,7.0,True
14,9,Roshon Fegan,Chelsie Hightower,Eliminated Week 8,6,0.0,0.0,0.0,,0.0,,,False,0,eliminated,8.0,True
14,9,Melissa Gilbert,Maksim Chmerkoskiy,Eliminated Week 8,5,0.0,0.0,0.0,,0.0,,,False,0,eliminated,8.0,True
14,9,Martina Navratilova,Tony Dovolani,Eliminated Week 2,12,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
14,9,Donald Driver,Peta Murgatroyd,1st Place,1,9.5,9.0,10.0,,28.5,3.0,0.24782608695652175,True,0,finished,10.0,False
14,9,Gavin DeGraw,Karina Smirnoff,Eliminated Week 5,9,0.0,0.0,0.0,,0.0,,,False,0,eliminated,5.0,True
14,9,Gladys Knight,Tristan MacManus,Eliminated Week 6,8,0.0,0.0,0.0,,0.0,,,False,0,eliminated,6.0,True
14,9,Katherine Jenkins,Mark Ballas,2nd Place,2,9.5,9.0,9.5,,28.0,4.0,0.24347826086956523,True,0,finished,10.0,False
14,9,Maria Menounos,Derek Hough,Eliminated Week 9,4,10.0,9.5,10.0,,29.5,1.0,0.2565217391304348,True,1,eliminated,9.0,False
15,9,Gilles Marini,Peta Murgatroyd,Eliminated Week 8,6,0.0,0.0,0.0,,0.0,,,False,0,eliminated,8.0,True
15,9,Sabrina Bryan,Louis van Amstel,Eliminated Week 6,8,0.0,0.0,0.0,,0.0,,,False,0,eliminated,6.0,True
15,9,Kirstie Alley,Maksim Chmerkoskiy,Eliminated Week 8,7,0.0,0.0,0.0,,0.0,,,False,0,eliminated,8.0,True
15,9,Kelly Monaco,Valentin Chmerkovskiy,3rd Place,3,8.7777,9.3333,9.0,,27.110999999999997,4.0,0.19227700484469115,True,0,finished,10.0,False
15,9,Apolo Anton Ohno,Karina Smirnoff,Eliminated Week 9,5,9.3333,9.5,9.7777,,28.611,3.0,0.20291532535175608,True,1,eliminated,9.0,False
15,9,Emmitt Smith,Cheryl Burke,Eliminated Week 9,4,9.0,9.0,9.0,,27.0,5.0,0.19148976912716836,True,1,eliminated,9.0,False
15,9,Shawn Johnson,Derek Hough,2nd Place,2,9.5,10.0,10.0,,29.5,1.0,0.2092203033056099,True,0,finished,10.0,False
15,9,Pamela Anderson,Tristan MacManus,Eliminated Week 1,13,0.0,0.0,0.0,,0.0,,,False,0,eliminated,1.0,True
15,9,Helio Castroneves,Chelsie Hightower,Eliminated Week 3,10,0.0,0.0,0.0,,0.0,,,False,0,eliminated,3.0,True
15,9,Joey Fatone,Kym Johnson,Eliminated Week 2,12,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
15,9,Drew Lachey,Anna Trebunskaya,Eliminated Week 3,11,0.0,0.0,0.0,,0.0,,,False,0,eliminated,3.0,True
15,9,Bristol Palin,Mark Ballas,Eliminated Week 4,9,0.0,0.0,0.0,,0.0,,,False,0,eliminated,4.0,True
15,9,Melissa Rycroft,Tony Dovolani,1st Place,1,9.5,9.7777,9.5,,28.7777,2.0,0.20409759737077457,True,0,finished,10.0,False
16,9,Ingo Rademacher,Kym Johnson,Eliminated Week 9,5,8.5,8.5,8.5,,25.5,5.0,0.18085106382978725,True,1,eliminated,9.0,False
16,9,Zendaya,Valentin Chmerkovskiy,2nd Place,2,9.0,9.0,9.5,,27.5,4.0,0.1950354609929078,True,0,finished,10.0,False
16,9,Dorothy Hamill,Tristan MacManus,Withdrew,12,0.0,0.0,0.0,,0.0,,,False,0,withdrew,2.0,True
16,9,Victor Ortiz,Lindsay Arnold,Eliminated Week 6,8,0.0,0.0,0.0,,0.0,,,False,0,eliminated,6.0,True
16,9,Alexandra Raisman,Mark Ballas,Eliminated Week 10,4,10.0,9.5,10.0,,29.5,1.5,0.20921985815602837,True,0,eliminated,10.0,False
16,9,Jacoby Jones,Karina Smirnoff,3rd Place,3,10.0,9.5,10.0,,29.5,1.5,0.20921985815602837,True,0,finished,10.0,False
16,9,D. L. Hughley,Cheryl Burke,Eliminated Week 5,9,0.0,0.0,0.0,,0.0,,,False,0,eliminated,5.0,True
16,9,Andy Dick,Sharna Burgess,Eliminated Week 7,7,0.0,0.0,0.0,,0.0,,,False,0,eliminated,7.0,True
16,9,Wynonna Judd,Tony Dovolani,Eliminated Week 3,11,0.0,0.0,0.0,,0.0,,,False,0,eliminated,3.0,True
16,9,Kellie Pickler,Derek Hough,1st Place,1,9.5,10.0,9.5,,29.0,3.0,0.20567375886524822,True,0,finished,10.0,False
16,9,Lisa Vanderpump,Gleb Savchenko,Eliminated Week 4,10,0.0,0.0,0.0,,0.0,,,False,0,eliminated,4.0,True
16,9,Sean Lowe,Peta Murgatroyd,Eliminated Week 8,6,0.0,0.0,0.0,,0.0,,,False,0,eliminated,8.0,True
17,9,Valerie Harper,Tristan MacManus,Eliminated Week 4,10,0.0,0.0,0.0,,0.0,,,False,0,eliminated,4.0,True
17,9,Brant Daugherty,Peta Murgatroyd,Eliminated Week 8,7,0.0,0.0,0.0,,0.0,,,False,0,eliminated,8.0,True
17,9,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Eliminated Week 9,6,9.5,9.0,9.5,,28.0,2.0,0.17777777777777778,True,1,eliminated,9.0,False
17,9,Leah Remini,Tony Dovolani,Eliminated Week 10,5,9.0,9.0,9.0,,27.0,3.5,0.17142857142857143,True,0,eliminated,10.0,False
17,9,Corbin Bleu,Karina Smirnoff,2nd Place,2,9.5,9.5,10.0,,29.0,1.0,0.18412698412698414,True,0,finished,11.0,False
17,9,Amber Riley,Derek Hough,1st Place,1,8.5,8.5,8.5,,25.5,5.0,0.1619047619047619,True,0,finished,11.0,False
17,9,Keyshawn Johnson,Sharna Burgess,Eliminated Week 2,12,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
17,9,Bill Engvall,Emma Slater,Eliminated Week 11,4,7.0,7.0,7.0,,21.0,6.0,0.13333333333333333,True,0,eliminated,11.0,False
17,9,Christina Milian,Mark Ballas,Eliminated Week 5,9,0.0,0.0,0.0,,0.0,,,False,0,eliminated,5.0,True
17,9,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,0.0,0.0,0.0,,0.0,,,False,0,eliminated,7.0,True
17,9,Jack Osbourne,Cheryl Burke,3rd Place,3,9.0,9.0,9.0,,27.0,3.5,0.17142857142857143,True,0,finished,11.0,False
17,9,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,0.0,0.0,0.0,,0.0,,,False,0,eliminated,3.0,True
18,9,Billy Dee Williams,Emma Slater,Withdrew,10,0.0,0.0,0.0,0.0,0.0,,,False,0,withdrew,2.0,True
18,9,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,8.0,True
18,9,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,9.5,9.5,9.5,9.5,38.0,3.5,0.19895287958115182,True,0,eliminated,10.0,False
18,9,Candace Cameron Bure,Mark Ballas,3rd Place,3,8.5,9.5,9.5,8.5,36.0,5.0,0.18848167539267016,True,0,finished,10.0,False
18,9,Sean Avery,Karina Smirnoff,Eliminated Week 2,11,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,2.0,True
18,9,Diana Nyad,Henry Byalikov,Eliminated Week 2,12,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,2.0,True
18,9,Charlie White,Sharna Burgess,Eliminated Week 9,5,9.5,9.5,9.5,9.5,38.0,3.5,0.19895287958115182,True,1,eliminated,9.0,False
18,9,Amy Purdy,Derek Hough,2nd Place,2,9.5,9.5,10.0,10.0,39.0,2.0,0.20418848167539266,True,0,finished,10.0,False
18,9,Meryl Davis,Maksim Chmerkoskiy,1st Place,1,10.0,10.0,10.0,10.0,40.0,1.0,0.2094240837696335,True,0,finished,10.0,False
18,9,Drew Carey,Cheryl Burke,Eliminated Week 6,8,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,6.0,True
18,9,Cody Simpson,Witney Carson,Eliminated Week 5,9,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,5.0,True
18,9,NeNe Leakes,Tony Dovolani,Eliminated Week 7,7,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,7.0,True
19,9,Antonio Sabato Jr.,Cheryl Burke,Eliminated Week 7,8,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,7.0,True
19,9,Jonathan Bennett,Allison Holker,Eliminated Week 6,9,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,6.0,True
19,9,Lea Thompson,Artem Chigvintsev,Eliminated Week 9,6,8.5,9.0,8.5,9.0,35.0,5.0,0.16355140186915887,True,1,eliminated,9.0,False
19,9,Janel Parrish,Valentin Chmerkovskiy,3rd Place,3,9.5,9.5,10.0,9.5,38.5,1.5,0.17990654205607476,True,0,finished,11.0,False
19,9,Alfonso Ribeiro,Witney Carson,1st Place,1,9.5,9.5,9.5,10.0,38.5,1.5,0.17990654205607476,True,0,finished,11.0,False
19,9,Lolo Jones,Keo Motsepe,Eliminated Week 1,13,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,1.0,True
19,9,Randy Couture,Karina Smirnoff,Eliminated Week 3,11,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,3.0,True
19,9,Tommy Chong,Peta Murgatroyd,Eliminated Week 10,5,7.0,7.5,7.0,7.0,28.5,6.0,0.13317757009345793,True,0,eliminated,10.0,False
19,9,Betsey Johnson,Tony Dovolani,Eliminated Week 4,10,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,4.0,True
19,9,Michael Waltrip,Emma Slater,Eliminated Week 8,7,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,8.0,True
19,9,Tavis Smiley,Sharna Burgess,Eliminated Week 2,12,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,2.0,True
19,9,Bethany Mota,Derek Hough,Eliminated Week 11,4,9.0,9.5,9.5,9.0,37.0,3.0,0.17289719626168223,True,0,eliminated,11.0,False
19,9,Sadie Robertson,Mark Ballas,2nd Place,2,9.0,9.5,9.0,9.0,36.5,4.0,0.1705607476635514,True,0,finished,11.0,False
20,9,Suzanne Somers,Tony Dovolani,Eliminated Week 5,9,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,5.0,True
20,9,Willow Shields,Mark Ballas,Eliminated Week 7,7,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,7.0,True
20,9,Riker Lynch,Allison Holker,2nd Place,2,10.0,10.0,10.0,10.0,40.0,1.5,0.25477707006369427,True,0,finished,10.0,False
20,9,Rumer Willis,Valentin Chmerkovskiy,1st Place,1,10.0,9.5,9.5,10.0,39.0,3.0,0.2484076433121019,True,0,finished,10.0,False
20,9,Nastia Liukin,Derek Hough,Eliminated Week 9,4,10.0,10.0,10.0,10.0,40.0,1.5,0.25477707006369427,True,1,eliminated,9.0,False
20,9,Michael Sam,Peta Murgatroyd,Eliminated Week 4,10,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,4.0,True
20,9,Robert Herjavec,Kym Johnson,Eliminated Week 8,6,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,8.0,True
20,9,Charlotte McKinney,Keo Motsepe,Eliminated Week 3,11,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,3.0,True
20,9,Noah Galloway,Sharna Burgess,3rd Place,3,9.5,9.5,9.5,9.5,38.0,4.0,0.24203821656050956,True,0,finished,10.0,False
20,9,Redfoo,Emma Slater,Eliminated Week 2,12,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,2.0,True
20,9,Patti LaBelle,Artem Chigvintsev,Eliminated Week 6,8,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,6.0,True
20,9,Chris Soules,Witney Carson,Eliminated Week 8,5,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,8.0,True
21,9,Gary Busey,Anna Trebunskaya,Eliminated Week 4,10,0.0,0.0,0.0,,0.0,,,False,0,eliminated,4.0,True
21,9,Alexa PenaVega,Mark Ballas,Eliminated Week 9,6,10.0,10.0,10.0,,30.0,1.5,0.182370820668693,True,1,eliminated,9.0,False
21,9,Carlos PenaVega,Witney Carson,Eliminated Week 11,4,9.0,9.0,9.0,,27.0,4.0,0.1641337386018237,True,0,eliminated,11.0,False
21,9,Victor Espinoza,Karina Smirnoff,Eliminated Week 2,12,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
21,9,Alek Skarlatos,Lindsay Arnold,3rd Place,3,8.5,8.5,8.5,,25.5,5.0,0.15501519756838905,True,0,finished,11.0,False
21,9,Chaka Khan,Keo Motsepe,Eliminated Week 2,13,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
21,9,Andy Grammer,Allison Holker,Eliminated Week 8,7,0.0,0.0,0.0,,0.0,,,False,0,eliminated,8.0,True
21,9,Tamar Braxton,Valentin Chmerkovskiy,Withdrew,5,8.5,8.0,8.0,,24.5,6.0,0.14893617021276595,True,0,withdrew,9.0,False
21,9,Nick Carter,Sharna Burgess,2nd Place,2,9.0,9.0,9.5,,27.5,3.0,0.16717325227963525,True,0,finished,11.0,False
21,9,Hayes Grier,Emma Slater,Eliminated Week 7,8,0.0,0.0,0.0,,0.0,,,False,0,eliminated,7.0,True
21,9,Bindi Irwin,Derek Hough,1st Place,1,10.0,10.0,10.0,,30.0,1.5,0.182370820668693,True,0,finished,11.0,False
21,9,Kim Zolciak-Biermann,Tony Dovolani,Withdrew,11,0.0,0.0,0.0,,0.0,,,False,0,withdrew,2.0,True
21,9,Paula Deen,Louis van Amstel,Eliminated Week 6,9,0.0,0.0,0.0,,0.0,,,False,0,eliminated,6.0,True
22,9,Mischa Barton,Artem Chigvintsev,Eliminated Week 3,11,0.0,0.0,0.0,,0.0,,,False,0,eliminated,3.0,True
22,9,Kim Fields,Sasha Farber,Eliminated Week 7,8,0.0,0.0,0.0,,0.0,,,False,0,eliminated,7.0,True
22,9,Jodie Sweetin,Keo Motsepe,Eliminated Week 8,6,0.0,0.0,0.0,,0.0,,,False,0,eliminated,8.0,True
22,9,Doug Flutie,Karina Smirnoff,Eliminated Week 6,9,0.0,0.0,0.0,,0.0,,,False,0,eliminated,6.0,True
22,9,Von Miller,Witney Carson,Eliminated Week 7,7,0.0,0.0,0.0,,0.0,,,False,0,eliminated,7.0,True
22,9,Antonio Brown,Sharna Burgess,Eliminated Week 9,5,9.0,9.0,9.5,,27.5,5.0,0.1916376306620209,True,1,eliminated,9.0,False
22,9,Paige VanZant,Mark Ballas,2nd Place,2,10.0,9.5,10.0,,29.5,2.0,0.20557491289198607,True,0,finished,10.0,False
22,9,Geraldo Rivera,Edyta Sliwinska,Eliminated Week 2,12,0.0,0.0,0.0,,0.0,,,False,0,eliminated,2.0,True
22,9,Nyle DiMarco,Peta Murgatroyd,1st Place,1,9.5,9.5,9.5,,28.5,3.0,0.1986062717770035,True,0,finished,10.0,False
22,9,Ginger Zee,Valentin Chmerkovskiy,3rd Place,3,9.0,9.5,9.5,,28.0,4.0,0.1951219512195122,True,0,finished,10.0,False
22,9,Wanya Morris,Lindsay Arnold,Eliminated Week 9,4,10.0,10.0,10.0,,30.0,1.0,0.20905923344947736,True,1,eliminated,9.0,False
22,9,Marla Maples,Tony Dovolani,Eliminated Week 4,10,0.0,0.0,0.0,,0.0,,,False,0,eliminated,4.0,True
23,9,Jake T. Austin,Jenna Johnson,Eliminated Week 2,13,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,2.0,True
23,9,Maureen McCormick,Artem Chigvintsev,Eliminated Week 7,8,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,7.0,True
23,9,Marilu Henner,Derek Hough,Eliminated Week 9,6,9.0,9.0,9.0,9.0,36.0,5.5,0.15859030837004406,True,1,eliminated,9.0,False
23,9,Ryan Lochte,Cheryl Burke,Eliminated Week 8,7,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,8.0,True
23,9,Calvin Johnson Jr.,Lindsay Arnold,3rd Place,3,9.0,9.0,10.0,9.0,37.0,4.0,0.16299559471365638,True,0,finished,11.0,False
23,9,Laurie Hernandez,Valentin Chmerkovskiy,1st Place,1,10.0,10.0,10.0,10.0,40.0,1.5,0.1762114537444934,True,0,finished,11.0,False
23,9,Amber Rose,Maksim Chmerkoskiy,Eliminated Week 6,9,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,6.0,True
23,9,Rick Perry,Emma Slater,Eliminated Week 3,12,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,3.0,True
23,9,James Hinchcliffe,Sharna Burgess,2nd Place,2,9.0,9.0,9.0,9.0,36.0,5.5,0.15859030837004406,True,0,finished,11.0,False
23,9,Babyface,Allison Holker,Eliminated Week 4,11,0.0,0.0,0.0,0.0,0.0,,,False,0,eliminated,4.0,True
